Marital status,Gender,Nacionality,International,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Course,Daytime/evening attendance,Age at enrollment,Tuition fees up to date,Scholarship holder,Debtor,Displaced,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Target,Application mode_2,Application mode_3,Application mode_4,Application mode_5,Application mode_6,Application mode_7,Application mode_8,Application mode_9,Application mode_10,Application mode_11,Application mode_12,Application mode_13,Application mode_14,Application mode_15,Application mode_16,Application mode_17,Application mode_18,Previous qualification_2,Previous qualification_3,Previous qualification_4,Previous qualification_5,Previous qualification_6,Previous qualification_7,Previous qualification_8,Previous qualification_9,Previous qualification_10,Previous qualification_11,Previous qualification_12,Previous qualification_13,Previous qualification_14,Previous qualification_15,Previous qualification_16,Previous qualification_17
1,1,1,0,13,14,5,6,0,13,1,25,1,1,0,0,0,7,7,2,10.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,13,14,8,11,0,14,1,19,1,0,0,0,0,5,7,3,12.333333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,13,1,10,4,0,5,1,23,1,0,0,1,2,7,8,5,12.2,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,0,23,28,10,9,0,5,1,19,1,1,0,1,0,6,6,6,13.666666666666666,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,3,2,3,6,0,2,1,19,1,0,0,1,0,0,0,0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,13,27,10,7,0,4,1,31,0,0,1,0,0,6,15,1,11.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,22,27,5,8,0,4,1,32,0,0,1,0,0,6,8,3,13.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,2,28,5,10,0,12,1,19,1,1,0,1,0,8,12,7,12.599999999999998,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,19,24,1,1,0,15,1,34,1,0,0,1,8,10,11,10,12.2,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,12,1,1,0,15,1,21,1,0,0,1,0,6,6,6,13.166666666666666,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,8,0,10,1,53,1,1,0,1,4,7,16,6,11.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,14,5,8,0,12,1,19,1,1,0,0,0,7,7,7,14.014285714285714,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,28,10,6,0,15,1,20,1,1,0,0,0,6,9,4,13.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,14,10,10,0,15,1,18,1,0,0,1,0,6,6,6,14.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,28,28,44,0,2,1,32,0,0,0,0,0,0,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,10,0,12,1,21,1,1,0,1,0,8,8,7,14.428571428571429,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,10,10,5,0,3,0,26,0,0,0,0,0,5,9,0,0.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,5,8,0,6,1,26,1,0,0,1,11,18,45,18,11.833333333333334,10,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,0,1,0,1,27,5,10,0,17,0,21,0,0,0,0,0,5,12,3,11.333333333333334,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,22,27,6,6,0,15,1,18,1,0,0,0,0,6,9,6,12.5,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,27,6,10,0,5,1,21,1,1,0,1,4,12,12,12,13.333333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,23,14,10,6,0,11,1,21,1,0,0,1,0,6,10,6,10.833333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,14,8,8,0,14,1,19,1,1,0,0,0,6,6,6,13.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,14,10,8,0,9,1,19,1,0,0,0,0,5,7,2,10.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,28,6,6,0,10,1,19,1,1,0,0,0,6,8,6,11.428571428571429,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,28,8,8,0,12,1,27,1,0,0,1,0,8,8,8,12.8875,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,1,10,5,0,12,1,18,1,1,0,1,0,7,7,6,12.95,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,14,10,10,0,9,1,20,1,0,0,1,0,5,12,1,10.0,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,6,6,0,12,1,19,1,1,0,1,0,7,7,7,13.094285714285714,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,8,8,0,14,1,20,1,0,0,1,0,6,7,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,28,8,7,0,10,1,19,1,1,0,1,0,6,12,5,11.714285714285714,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,1,6,6,0,10,1,20,1,0,0,1,0,6,8,4,11.25,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,14,8,11,0,2,1,20,1,0,0,0,0,0,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,6,0,16,1,18,1,0,0,0,0,6,6,6,13.166666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,1,6,5,0,6,1,20,1,0,0,1,0,5,7,4,12.75,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,22,27,10,10,0,17,0,38,0,0,0,0,0,5,6,5,10.6,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,1,0,22,27,10,8,0,3,0,42,1,0,0,0,0,6,8,5,11.2,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,7,0,12,1,32,1,0,0,0,0,7,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,12,1,13,14,5,6,0,15,1,22,1,0,0,1,0,6,6,6,13.0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,19,24,12,12,0,17,0,28,1,0,0,1,0,5,10,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,22,27,9,11,0,3,0,37,1,0,0,1,0,6,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,0,1,0,22,28,10,5,0,4,1,43,1,0,0,0,0,6,8,6,14.166666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,0,1,0,22,1,10,8,0,3,0,41,1,1,0,0,0,6,10,5,12.833333333333334,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,1,0,22,27,10,4,0,3,0,29,1,1,0,0,0,6,11,4,11.75,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,22,27,10,10,0,3,0,35,1,1,0,0,0,6,8,6,10.833333333333334,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,3,5,3,0,10,1,18,1,0,0,1,0,6,8,4,11.75,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,7,0,12,1,39,0,1,0,0,0,7,14,3,11.5,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4,0,1,0,22,27,10,10,0,17,0,37,1,0,0,0,0,5,14,2,10.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,8,0,12,1,26,1,1,0,1,0,7,7,6,13.7,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,15,5,12,0,6,1,32,1,0,0,1,0,5,8,1,14.0,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,22,27,7,9,0,3,0,37,1,0,1,0,3,8,12,7,11.375,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,14,29,35,0,6,1,28,1,0,1,1,0,6,17,0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,27,1,1,0,10,1,19,1,0,0,1,0,6,10,0,0.0,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,28,8,8,0,9,1,18,1,0,0,1,0,5,9,1,11.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,28,10,10,0,16,1,19,1,1,0,0,0,7,10,6,13.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,22,27,8,8,0,14,1,32,1,0,0,0,4,11,15,8,13.6,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,22,27,10,10,0,9,1,31,1,0,0,1,0,5,8,3,11.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,1,3,6,0,12,1,34,1,0,0,1,0,8,11,7,11.705714285714285,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,4,4,0,2,1,20,1,0,0,1,6,12,12,12,13.25,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,28,10,10,0,12,1,28,1,0,0,0,0,7,15,1,10.75,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,22,27,7,7,0,17,0,31,1,0,0,0,2,6,8,6,12.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,13,28,5,11,0,15,1,18,1,0,0,1,0,6,7,6,12.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,1,0,22,27,12,8,0,3,0,31,0,0,0,0,0,6,8,5,11.4,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,13,14,6,6,0,15,1,19,1,0,0,1,0,6,6,6,13.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,14,10,5,0,10,1,19,1,1,0,1,0,6,8,6,14.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,22,27,10,10,0,10,1,31,1,0,0,1,0,6,11,0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,1,14,10,11,0,6,1,34,1,0,0,0,0,6,0,0,0.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,8,0,13,1,18,1,1,0,1,0,7,7,7,15.285714285714286,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,8,8,0,11,1,18,1,0,0,1,0,6,6,6,13.166666666666666,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,3,14,4,4,0,9,1,19,1,0,1,0,0,5,7,5,13.6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,3,5,1,3,0,15,1,22,0,1,0,1,0,4,8,0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,0,19,24,1,1,0,14,1,32,1,0,0,0,6,10,12,10,11.4,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,22,3,10,3,0,9,1,61,1,0,0,0,0,5,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,22,27,10,10,0,17,0,30,1,0,0,1,0,5,7,5,11.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,0,22,27,10,10,0,17,0,45,0,0,1,0,0,5,9,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,14,5,9,0,4,1,20,1,0,0,0,0,6,7,6,13.571428571428571,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,13,1,2,11,0,12,1,19,1,0,0,0,0,7,0,0,0.0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,3,1,3,10,0,7,1,26,1,0,0,1,4,10,14,4,11.25,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,1,5,12,0,14,1,19,1,0,0,1,0,5,6,3,13.333333333333334,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,13,27,10,10,0,15,1,19,1,1,0,0,0,6,6,6,12.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,23,1,10,5,0,15,1,19,1,0,0,1,0,6,6,6,12.5,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,14,6,6,0,9,1,19,1,1,0,1,0,5,6,5,13.2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,11,9,1,1,0,14,1,19,0,0,0,1,0,5,5,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,19,24,1,1,0,14,1,28,0,0,0,1,0,5,7,3,11.666666666666666,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,22,27,10,10,0,9,1,24,1,0,0,0,10,15,16,15,13.466666666666669,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,3,1,3,5,0,8,1,18,1,0,0,0,0,5,7,3,13.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,23,28,6,6,0,7,1,18,1,0,0,0,0,5,9,2,11.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,3,4,8,0,15,1,18,1,1,0,1,0,6,7,6,11.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,4,1,3,9,0,4,1,21,1,0,0,0,0,6,9,5,13.4,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1,1,0,13,27,10,6,0,17,0,28,0,0,0,0,0,5,5,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,22,14,10,11,0,4,1,58,1,0,0,0,0,6,9,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,1,0,19,24,1,1,0,17,0,49,0,0,0,1,0,5,5,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,28,4,6,0,7,1,24,1,0,0,0,0,5,6,3,10.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,19,24,1,1,0,14,1,25,1,0,0,0,0,5,5,4,13.75,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,0,22,28,8,4,0,9,1,33,1,0,0,1,0,5,5,1,10.0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,0,22,27,8,8,0,7,1,33,0,0,0,0,0,5,11,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,1,1,0,22,27,8,8,0,16,1,40,1,0,0,0,0,2,4,1,16.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,0,22,14,10,4,0,17,0,48,1,0,0,0,0,5,9,5,12.285714285714286,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,14,10,4,0,7,1,18,0,0,1,1,0,5,10,3,12.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,23,28,10,9,0,12,1,24,1,0,0,1,0,7,7,6,12.666666666666666,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,1,1,0,13,14,30,29,0,6,1,23,1,1,0,0,0,5,6,5,11.8,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,13,27,8,6,0,17,0,39,0,0,1,1,0,5,6,5,10.6,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,1,0,1,28,10,7,0,4,1,21,1,0,0,0,5,11,16,9,11.9,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,20,25,7,7,0,7,1,34,1,0,0,1,4,6,8,4,11.25,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,0,13,14,5,5,0,17,0,41,1,1,0,0,0,5,9,4,11.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,28,5,6,0,15,1,18,1,0,0,0,0,6,6,6,12.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,0,23,28,10,4,0,17,0,34,1,0,0,0,0,5,10,4,11.75,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,1,3,11,0,9,1,19,1,0,0,0,0,5,8,2,10.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,13,14,4,4,0,12,1,19,1,0,0,0,0,8,8,7,13.714285714285714,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,1,5,7,0,4,1,28,1,0,0,0,0,6,14,6,14.875,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,1,6,1,0,5,1,18,1,0,0,1,0,6,7,5,10.8,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,2,2,4,5,0,10,1,19,1,0,0,1,0,6,11,3,12.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,13,28,10,2,0,6,1,19,0,0,1,1,0,6,10,5,12.5,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,3,10,3,0,12,1,18,1,0,0,1,0,7,7,7,14.728571428571428,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,3,3,3,0,8,1,18,1,0,0,1,0,6,8,6,12.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,3,4,4,0,15,1,18,1,0,0,1,0,6,8,6,11.428571428571429,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,14,5,10,0,10,1,19,1,0,0,1,3,6,6,6,14.166666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
