Marital status,Gender,Nacionality,International,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Course,Daytime/evening attendance,Age at enrollment,Tuition fees up to date,Scholarship holder,Debtor,Displaced,Curricular units 1st sem (enrolled),Curricular units 1st sem (grade),Target,Application mode_2,Application mode_3,Application mode_4,Application mode_5,Application mode_6,Application mode_7,Application mode_8,Application mode_9,Application mode_10,Application mode_11,Application mode_12,Application mode_13,Application mode_14,Application mode_15,Application mode_16,Application mode_17,Application mode_18,Previous qualification_2,Previous qualification_3,Previous qualification_4,Previous qualification_5,Previous qualification_6,Previous qualification_7,Previous qualification_8,Previous qualification_9,Previous qualification_10,Previous qualification_11,Previous qualification_12,Previous qualification_13,Previous qualification_14,Previous qualification_15,Previous qualification_16,Previous qualification_17,engagement_ratio,financial_risk_score,low_grade_flag,critical_grade_flag,compound_risk_score
1,0,1,0,22,28,10,10,0,12,1,18,1,1,0,1,8,12.082857142857142,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999875,-0.5,0,0,-0.7499999999875
1,0,1,0,22,27,8,9,0,3,0,27,1,1,0,0,6,11.833333333333334,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.333333333311111,-0.5,0,0,-1.083333333311111
1,0,1,0,23,28,7,9,0,9,1,19,1,1,0,1,5,13.4,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.199999999976,-0.5,0,0,-0.949999999976
1,0,1,0,1,1,12,4,0,12,1,19,1,1,0,0,7,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999857143,-0.5,1,1,1.2500000000142857
1,0,1,0,1,14,5,9,0,15,1,19,1,0,0,1,6,14.2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,0.0,0,0,-0.1666666666472223
1,0,1,0,13,14,6,6,0,12,1,18,1,1,0,1,8,13.814285714285717,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999875,-0.5,0,0,-0.7499999999875
1,0,1,0,13,14,6,6,0,11,1,20,1,1,0,0,6,11.25,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.666666666638889,-0.5,0,0,-1.416666666638889
1,0,1,0,13,27,5,6,0,14,1,18,1,1,0,0,6,14.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,-0.5,0,0,-0.7499999999833333
1,0,1,0,7,1,3,5,0,14,1,19,1,0,0,1,6,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1,1,3.0
2,0,1,0,22,27,10,10,0,12,1,36,1,0,0,1,7,11.3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9999999999857143,0.0,0,0,1.428568374706174e-11
1,0,1,0,3,4,4,3,0,13,1,18,1,0,0,0,2,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.99999999995,0.0,1,1,2.00000000005
1,0,1,0,13,28,5,6,0,8,1,18,1,0,1,1,5,12.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.199999999956,1.0,0,0,0.3000000000440002
1,0,1,0,13,28,10,4,0,12,1,19,1,0,0,1,8,12.3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1249999999859375,0.0,0,0,-0.12499999998593747
1,0,1,0,13,14,8,9,0,12,1,18,1,1,0,1,8,12.694285714285714,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999875,-0.5,0,0,-0.7499999999875
1,0,1,0,13,14,2,2,0,14,1,18,1,0,0,0,5,11.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.99999999998,0.0,1,0,2.00000000002
1,0,1,0,22,14,10,4,0,10,1,19,1,1,0,1,6,13.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,-0.5,0,0,-0.7499999999833333
1,0,1,0,3,1,3,2,0,12,1,19,1,1,0,0,7,14.4125,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1428571428408163,-0.5,0,0,-0.8928571428408163
1,0,1,0,1,14,8,8,0,12,1,18,1,0,0,1,7,12.92875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1428571428408163,0.0,0,0,-0.1428571428408163
1,0,1,0,1,14,10,8,0,15,1,20,1,0,0,1,6,13.333333333333334,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,0.0,0,0,1.666666804567285e-11
1,0,1,0,13,28,4,11,0,11,1,20,1,1,0,1,6,12.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.333333333311111,-0.5,0,0,-1.083333333311111
1,0,1,0,23,27,6,6,0,12,1,20,1,0,0,1,8,14.402857142857142,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999875,0.0,0,0,1.2500001034254637e-11
1,0,1,0,22,27,10,9,0,12,1,18,1,1,0,1,8,13.381428571428572,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999875,-0.5,0,0,-0.7499999999875
1,0,1,0,13,14,8,6,0,12,1,18,1,0,0,1,7,14.13125,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1428571428408163,0.0,0,0,-0.1428571428408163
1,0,1,0,13,27,5,8,0,6,1,19,1,0,0,0,5,11.714285714285714,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.199999999956,0.0,0,0,-1.1999999999559998
1,0,1,0,13,28,10,8,0,9,1,19,1,0,0,1,5,11.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.99999999998,0.0,0,0,2.000000165480742e-11
2,0,1,0,19,24,13,13,0,3,0,44,1,0,0,0,6,11.166666666666666,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.499999999975,0.0,0,0,-0.499999999975
1,0,1,0,23,27,6,7,0,4,1,32,1,0,0,0,6,0.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,0.0,1,1,1.8333333333527777
1,0,1,0,22,14,10,9,0,16,1,22,1,0,0,0,6,13.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.499999999975,0.0,0,0,-0.499999999975
2,0,1,0,1,14,5,10,0,4,1,36,1,0,0,1,12,13.846153846153848,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666569445,0.0,0,0,-0.16666666665694452
1,0,1,0,22,27,6,8,0,15,1,18,1,1,0,0,6,12.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,-0.5,0,0,-0.9166666666472223
1,0,1,0,3,3,4,3,0,8,1,20,1,0,0,1,5,16.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.99999999998,0.0,0,0,2.000000165480742e-11
1,0,1,0,13,14,6,8,0,5,1,20,1,1,0,0,11,13.818181818181818,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.999999999990909,-0.5,0,0,-0.749999999990909
1,0,1,0,3,1,3,4,0,10,1,19,1,0,0,0,6,10.6,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.333333333311111,0.0,1,0,1.666666666688889
1,0,1,0,3,1,4,6,0,9,1,24,1,0,1,1,5,10.2,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.599999999968,1.0,1,0,2.900000000032
1,0,1,0,1,1,5,10,0,10,1,20,1,0,0,0,6,10.6,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8333333333027777,0.0,1,0,1.1666666666972223
1,0,1,0,3,3,3,4,0,3,0,27,1,0,0,0,10,11.444444444444445,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.99999999999,0.0,0,0,1.000000082740371e-11
1,0,1,0,1,28,6,11,0,16,1,20,1,0,0,1,6,14.333333333333334,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.499999999975,0.0,0,0,-0.499999999975
1,0,1,0,19,24,1,1,0,10,1,23,1,1,0,0,16,13.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.124999999992969,-0.5,0,0,-0.874999999992969
1,0,1,0,13,28,5,9,0,12,1,18,1,1,0,1,8,13.31,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1249999999859375,-0.5,0,0,-0.8749999999859375
1,0,1,0,22,27,5,10,0,10,1,18,1,1,0,1,6,10.571428571428571,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.666666666638889,-0.5,1,0,0.583333333361111
1,0,1,0,1,27,10,10,0,12,1,20,1,1,0,1,8,13.487142857142857,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999875,-0.5,0,0,-0.7499999999875
1,0,1,0,13,28,10,8,0,11,1,20,1,1,0,0,6,12.333333333333334,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,-0.5,0,0,-0.7499999999833333
1,0,1,0,23,14,8,11,0,14,1,23,1,0,0,0,6,11.875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8333333333027777,0.0,0,0,-0.8333333333027777
1,0,1,0,13,14,10,10,0,12,1,20,1,0,0,1,7,13.966666666666669,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999857143,0.0,0,0,1.428568374706174e-11
1,0,1,0,19,24,1,1,0,11,1,28,0,0,0,1,5,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.99999999996,1.0,1,1,2.50000000004
1,0,1,0,1,14,4,6,0,14,1,21,1,0,0,1,5,11.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.599999999968,0.0,0,0,-0.5999999999679999
1,0,1,0,13,14,10,10,0,13,1,21,1,0,0,1,2,12.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.99999999995,0.0,0,0,5.000000413701855e-11
1,0,1,0,19,24,1,1,0,12,1,28,1,0,0,0,7,0.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1,1,3.0
1,0,1,0,3,1,4,4,1,12,1,18,1,0,0,0,7,11.98,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4285714285510205,0.0,0,0,-0.4285714285510205
1,0,1,0,23,14,29,39,0,10,1,21,1,1,0,1,6,13.2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.333333333311111,-0.5,0,0,-1.083333333311111
1,0,1,0,1,1,5,5,0,12,1,19,1,0,0,0,7,11.614285714285714,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4285714285510205,0.0,0,0,-0.4285714285510205
1,0,1,0,1,14,2,2,0,12,1,18,1,1,0,1,8,14.314285714285717,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999875,-0.5,0,0,-0.7499999999875
1,0,1,0,3,1,3,6,0,12,1,19,1,0,0,0,7,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1,1,3.0
1,0,1,0,23,28,10,8,0,6,1,20,1,0,0,0,6,12.666666666666666,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.499999999975,0.0,0,0,-0.499999999975
1,0,1,0,1,14,10,6,0,12,1,20,1,1,0,1,7,12.766666666666666,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2857142856959183,-0.5,0,0,-1.0357142856959183
1,0,1,0,1,27,8,10,0,16,1,18,1,1,0,0,6,12.666666666666666,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,-0.5,0,0,-0.9166666666472223
1,0,1,0,23,14,5,4,0,14,1,20,1,0,0,1,6,11.5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,0.0,0,0,-0.1666666666472223
1,0,1,0,1,14,6,5,0,14,1,31,1,0,0,0,6,11.4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.1666666666305554,0.0,0,0,-1.1666666666305554
1,0,1,0,22,27,10,8,0,12,1,19,1,1,0,1,7,14.70625,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1428571428408163,-0.5,0,0,-0.8928571428408163
1,0,1,0,23,28,6,6,0,12,1,19,1,1,0,1,7,11.814285714285717,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2857142856959183,-0.5,0,0,-1.0357142856959183
1,0,1,0,13,1,4,9,0,5,1,23,1,0,0,0,6,13.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.333333333311111,0.0,0,0,-0.33333333331111104
1,0,1,0,22,27,6,6,0,14,1,19,1,0,0,0,6,14.857142857142858,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,0.0,0,0,-0.1666666666472223
1,0,1,0,1,3,4,3,0,12,1,20,1,0,0,1,7,12.6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999857143,0.0,0,0,1.428568374706174e-11
1,0,1,0,22,27,10,5,0,6,1,22,1,0,1,1,6,13.333333333333334,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.499999999975,1.0,0,0,1.000000000025
1,0,1,0,3,1,3,6,1,16,1,18,1,0,0,1,7,10.666666666666666,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4285714285510205,0.0,1,0,1.5714285714489795
1,0,1,0,13,27,12,6,0,8,1,27,0,0,1,0,5,11.5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.199999999976,2.0,0,0,2.800000000024
1,0,1,0,22,28,10,10,0,13,1,29,1,0,0,0,7,10.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.2857142856959183,0.0,1,0,1.7142857143040817
1,0,1,0,1,14,5,4,0,11,1,18,1,0,0,1,6,11.8,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.666666666638889,0.0,0,0,-0.666666666638889
1,0,1,0,13,28,10,8,0,5,1,18,1,0,0,0,6,11.8,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,0.0,0,0,-0.1666666666472223
1,0,1,0,23,28,8,8,0,12,1,18,1,0,0,0,8,12.77125,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999875,0.0,0,0,1.2500001034254637e-11
1,0,1,0,22,28,10,10,0,6,1,20,1,0,0,1,5,11.333333333333334,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.599999999948,0.0,0,0,-1.599999999948
1,0,1,0,23,28,10,10,0,11,1,18,1,0,0,1,6,12.666666666666666,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,0.0,0,0,1.666666804567285e-11
1,0,1,0,1,1,5,5,0,5,1,18,0,0,0,0,6,12.2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.666666666638889,1.0,0,0,0.833333333361111
1,0,1,0,3,3,2,2,0,6,1,28,0,0,0,0,5,12.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.799999999964,1.0,0,0,0.700000000036
1,0,1,0,22,1,8,8,0,12,1,18,1,1,0,1,8,11.721428571428572,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.49999999998125,-0.5,0,0,-1.24999999998125
1,0,1,0,22,28,23,34,0,12,1,27,1,0,0,0,7,14.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.7142857142612244,0.0,0,0,-0.7142857142612244
1,0,1,0,3,1,3,5,0,1,1,26,1,0,0,0,7,14.75,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2857142856959183,0.0,0,0,-0.2857142856959183
1,0,1,0,13,1,10,4,0,15,1,18,1,0,0,1,6,12.666666666666666,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,0.0,0,0,1.666666804567285e-11
1,0,1,0,5,5,3,3,0,8,1,18,1,0,0,0,5,13.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.399999999952,0.0,0,0,-1.399999999952
1,0,1,0,1,14,5,7,1,9,1,21,1,0,0,0,5,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.199999999976,0.0,1,1,1.800000000024
1,0,1,0,4,1,3,4,0,5,1,18,1,0,0,1,6,10.75,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.333333333311111,0.0,1,0,1.666666666688889
2,0,1,0,19,24,13,13,0,3,0,32,0,0,0,0,5,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.99999999998,1.0,1,1,3.50000000002
1,0,1,0,19,24,1,1,0,14,1,28,1,0,0,0,5,12.5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.199999999976,0.0,0,0,-0.19999999997600004
1,0,1,0,22,14,10,3,0,17,0,40,0,0,0,0,4,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.999999999975,1.0,1,1,3.500000000025
2,0,1,0,22,27,10,11,0,3,0,39,0,0,1,0,5,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.99999999998,2.0,1,1,5.00000000002
2,0,1,0,22,27,10,11,0,10,1,39,0,0,1,0,6,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,2.0,1,1,6.0
2,0,1,0,22,14,10,5,0,4,1,50,1,0,0,0,6,12.5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,0.0,0,0,-0.1666666666472223
1,0,1,0,1,1,10,5,0,16,1,23,1,0,0,1,6,12.8,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.666666666638889,0.0,0,0,-0.666666666638889
4,0,1,0,19,24,1,1,0,3,0,48,1,0,0,0,6,10.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.8333333333027777,0.0,1,0,1.1666666666972223
1,0,1,0,22,27,10,10,0,16,1,23,1,0,0,1,6,11.25,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8333333333027777,0.0,0,0,-0.8333333333027777
1,0,1,0,22,1,6,6,0,12,1,18,1,1,0,1,8,12.61,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999875,-0.5,0,0,-0.7499999999875
1,0,1,0,3,14,3,10,0,8,1,18,1,0,0,0,5,12.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.799999999944,0.0,0,0,-1.7999999999440002
1,0,12,1,3,27,3,9,0,10,1,20,0,0,0,1,6,13.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.499999999975,1.0,0,0,1.000000000025
1,0,18,1,1,1,10,10,0,6,1,18,1,1,0,1,5,12.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.799999999964,-0.5,0,0,-1.549999999964
1,0,18,1,5,3,2,2,0,13,1,18,1,0,0,1,7,12.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1428571428408163,0.0,0,0,-0.1428571428408163
1,1,1,0,1,1,10,4,0,7,1,31,1,0,0,0,5,12.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.399999999952,0.0,0,0,-1.399999999952
1,1,1,0,13,14,6,4,0,7,1,24,1,0,0,1,5,12.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.799999999964,0.0,0,0,-0.799999999964
1,1,1,0,3,1,3,11,0,2,1,24,1,0,0,1,0,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1,1,3.0
1,1,1,0,22,27,10,10,0,9,1,26,0,0,1,0,5,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.99999999998,2.0,1,1,5.00000000002
1,1,1,0,3,3,3,3,0,8,1,18,1,0,1,1,6,13.625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8333333333027777,1.0,0,0,0.6666666666972223
1,1,1,0,22,27,5,8,0,9,1,19,1,1,0,0,5,11.666666666666666,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.399999999952,-0.5,0,0,-2.149999999952
1,1,1,0,13,27,10,9,0,14,1,22,1,0,0,1,6,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1,1,3.0
