rank,Gender,Age at enrollment,Course,Application mode,Daytime/evening attendance,Tuition fees up to date,Debtor,Scholarship holder,Curricular units 1st sem (approved),Curricular units 1st sem (grade),dropout_probability,risk_tier
354,0,29,17,14,0,1,0,0,8,10.5,0.5252197783791063,Medium Risk
355,0,18,5,1,1,0,0,1,5,11.8,0.5240509069423338,Medium Risk
356,0,19,9,8,1,1,0,0,3,11.0,0.5230556345757574,Medium Risk
357,1,28,7,12,1,1,0,1,3,14.333333333333334,0.5197463623757016,Medium Risk
358,0,18,12,8,1,1,0,0,5,14.06,0.5153616695178119,Medium Risk
359,0,18,16,8,1,0,0,1,7,12.285714285714286,0.5134363007915362,Medium Risk
360,1,20,9,8,1,1,0,0,3,12.666666666666666,0.5116207461053875,Medium Risk
361,0,31,5,16,1,1,1,0,5,11.0,0.5109310468336905,Medium Risk
362,0,19,12,1,1,1,0,0,5,13.44,0.5074619045694151,Medium Risk
363,0,21,10,8,1,1,0,1,3,10.2,0.5070962450897749,Medium Risk
364,0,18,16,1,1,1,0,0,6,11.666666666666666,0.5045476831044781,Medium Risk
365,0,18,16,8,1,1,0,0,5,13.4,0.5044443317375413,Medium Risk
366,0,19,12,1,1,1,0,0,5,11.716666666666669,0.501303998557449,Medium Risk
367,0,25,6,12,1,1,0,1,3,11.666666666666666,0.5005513416400549,Medium Risk
368,1,19,2,8,1,1,1,0,10,12.7,0.5001689709627317,Medium Risk
369,1,39,3,12,0,1,0,0,5,11.4,0.49760071937627515,Medium Risk
370,0,28,17,12,0,1,0,0,4,11.25,0.49448874019552047,Medium Risk
371,0,21,6,1,1,1,0,0,3,11.333333333333334,0.49351509544958144,Medium Risk
372,0,21,16,3,1,1,0,0,5,12.6,0.4928058138787718,Medium Risk
373,0,20,10,16,1,1,1,0,8,12.625,0.4871313517636006,Medium Risk
374,0,22,6,1,1,1,1,0,5,13.333333333333334,0.4862153966899076,Medium Risk
375,0,29,17,1,0,1,0,0,5,11.4,0.4848608168437557,Medium Risk
376,1,18,14,14,1,1,0,0,5,13.8,0.4844022044421245,Medium Risk
377,0,21,9,1,1,1,0,0,3,10.666666666666666,0.48428939835443274,Medium Risk
378,0,19,6,1,1,1,0,1,2,13.5,0.48390943522019947,Medium Risk
379,1,20,2,1,1,1,0,0,0,0.0,0.48374912740418274,Medium Risk
380,0,41,9,12,1,1,0,0,4,14.5,0.4815504476982705,Medium Risk
381,1,20,10,1,1,1,0,0,4,11.75,0.4811630260414729,Medium Risk
382,0,18,16,1,1,1,0,1,4,12.0,0.47662902704298327,Medium Risk
383,1,20,7,8,1,1,0,0,4,14.25,0.4765689379010971,Medium Risk
384,1,39,17,12,0,1,0,0,4,12.25,0.47387889536577,Medium Risk
385,0,19,9,8,1,0,1,1,5,12.8,0.4733985171571742,Medium Risk
386,1,18,2,1,1,1,0,0,0,0.0,0.47170047467543486,Medium Risk
387,1,18,9,1,1,1,0,0,4,11.5,0.4684991710337396,Medium Risk
388,0,38,12,14,1,1,0,0,5,13.126,0.46660646265843114,Medium Risk
389,0,20,8,15,1,1,0,1,4,12.0,0.46609326744516505,Medium Risk
390,1,18,12,1,1,1,0,0,6,13.496666666666668,0.4655494461558665,Medium Risk
391,1,26,11,15,1,0,0,0,8,15.125,0.46281891488249083,Medium Risk
392,1,18,6,8,1,1,0,0,3,14.0,0.4579393868820612,Medium Risk
393,0,21,9,9,1,1,0,0,3,12.0,0.4544754563899829,Medium Risk
394,0,19,6,1,1,1,0,0,3,12.333333333333334,0.4528486280486139,Medium Risk
395,1,41,17,12,0,1,0,1,4,11.0,0.45206493844192336,Medium Risk
396,1,18,11,1,1,1,0,0,5,11.0,0.45161271308252343,Medium Risk
397,0,34,3,12,0,1,0,0,4,13.25,0.45160482740631636,Medium Risk
398,0,34,17,12,0,1,0,0,4,11.0,0.44910389654825117,Medium Risk
399,1,19,7,6,1,1,0,0,5,14.0,0.4479579108344967,Medium Risk
400,1,20,7,1,1,1,0,0,5,10.8,0.44742568478748224,Medium Risk
401,0,18,2,8,1,1,0,0,0,0.0,0.4472810604158431,Medium Risk
402,0,20,9,8,1,1,0,0,3,10.333333333333334,0.4463113457352272,Medium Risk
403,0,22,14,1,1,1,0,0,3,12.666666666666666,0.43972492361610516,Medium Risk
404,1,19,11,8,1,1,0,0,5,10.8,0.42700386916420263,Medium Risk
405,0,21,6,15,1,1,0,0,4,12.75,0.42494618133346374,Medium Risk
406,1,24,3,12,0,1,0,1,4,12.25,0.4238198606728261,Medium Risk
407,1,27,17,13,0,1,0,0,2,12.5,0.4208839514154129,Medium Risk
408,0,20,16,1,1,1,0,0,5,14.333333333333334,0.4181902830151252,Medium Risk
409,0,22,14,1,1,1,0,0,3,12.0,0.41560742505887127,Medium Risk
410,0,19,15,1,1,1,0,0,4,12.25,0.41222596517143956,Medium Risk
411,1,20,12,1,1,1,0,0,5,13.976666666666668,0.4102258588220478,Medium Risk
412,1,34,12,12,1,1,0,0,6,11.333333333333334,0.4068041480722433,Medium Risk
413,0,19,12,1,1,1,0,0,5,11.8,0.40547005790258955,Medium Risk
414,0,23,3,14,0,1,0,0,9,11.0,0.4018685018054472,Medium Risk
415,0,18,16,1,1,1,0,0,5,12.6,0.39914556258005496,Low Risk
416,1,25,7,12,1,1,0,0,5,14.2,0.3965256038189998,Low Risk
417,0,20,10,8,1,1,0,0,4,11.25,0.3950987211257345,Low Risk
418,1,20,9,1,1,1,0,0,4,10.2,0.39155623796200056,Low Risk
419,0,21,6,15,1,1,0,0,8,12.25,0.38686368952226574,Low Risk
420,0,19,12,1,1,1,0,0,5,12.94,0.38336908159206773,Low Risk
421,0,35,12,12,1,1,0,0,3,11.816666666666668,0.3823686286109427,Low Risk
422,0,22,10,1,1,1,0,0,4,12.5,0.3757563735227534,Low Risk
423,0,27,6,12,1,1,1,0,6,12.125,0.3737980164521207,Low Risk
424,1,19,5,8,1,1,0,0,5,11.4,0.3724734692496903,Low Risk
425,0,21,6,8,1,1,0,0,3,11.333333333333334,0.37143748012428834,Low Risk
426,1,20,7,8,1,1,0,0,5,15.8,0.3672933682142081,Low Risk
427,0,26,1,12,1,1,0,0,7,14.75,0.36726351394442597,Low Risk
428,1,28,17,12,0,1,0,0,4,12.75,0.3639362822278668,Low Risk
429,0,20,6,8,1,1,0,0,3,11.333333333333334,0.3634344210585688,Low Risk
430,0,19,6,3,1,1,0,0,3,10.333333333333334,0.3630077142436873,Low Risk
431,0,19,6,1,1,1,0,0,3,12.0,0.36262794692999545,Low Risk
432,1,21,7,8,1,1,0,0,4,13.2,0.36172289622689774,Low Risk
433,1,28,4,12,1,1,0,0,5,12.0,0.35394711057694145,Low Risk
434,0,18,10,8,1,1,0,0,4,11.5,0.35391530317948017,Low Risk
435,1,20,16,8,1,1,0,1,6,12.0,0.3506806849566439,Low Risk
436,1,19,11,8,1,1,0,0,5,12.2,0.3469405080511671,Low Risk
437,0,20,9,8,1,1,0,0,3,10.333333333333334,0.3441946853401512,Low Risk
438,1,18,9,1,1,1,0,1,4,10.8,0.34375097019906004,Low Risk
439,0,31,17,12,0,1,0,1,4,10.5,0.3433591788698972,Low Risk
440,0,17,12,1,1,1,0,0,5,12.46,0.34260536880074643,Low Risk
441,0,18,2,1,1,1,0,0,0,0.0,0.3422999875774111,Low Risk
442,0,18,2,8,1,1,0,0,0,0.0,0.34062928087483685,Low Risk
443,1,19,15,1,1,1,0,0,5,11.4,0.3404980443759138,Low Risk
444,0,22,5,17,1,0,0,1,6,11.0,0.3397225753456727,Low Risk
445,0,18,5,8,1,1,0,1,5,11.6,0.33918390236684065,Low Risk
446,0,40,17,12,0,1,0,0,4,11.25,0.33495010776447326,Low Risk
447,0,19,6,8,1,1,0,0,3,14.0,0.3340996612861367,Low Risk
448,0,20,12,1,1,1,0,1,5,14.46,0.3326333037446679,Low Risk
449,1,34,17,12,0,1,0,0,4,11.75,0.32974296903770317,Low Risk
450,0,20,14,1,1,1,0,0,3,13.0,0.32853742647879114,Low Risk
451,1,26,5,14,1,1,0,0,7,13.285714285714286,0.3272068451961536,Low Risk
452,0,24,10,12,1,1,0,0,4,15.75,0.32406028103918877,Low Risk
453,0,21,14,8,1,1,0,0,3,12.666666666666666,0.32257601581907336,Low Risk
454,0,19,12,1,1,1,0,1,5,13.04,0.32159001048730207,Low Risk
455,1,17,2,1,1,1,0,0,0,0.0,0.32069056778112537,Low Risk
456,0,20,11,8,1,1,0,1,4,11.5,0.32064600966781026,Low Risk
457,0,18,2,1,1,1,0,0,0,0.0,0.31654796429690363,Low Risk
458,1,21,9,1,1,1,1,1,5,12.6,0.3144048597160506,Low Risk
459,1,20,2,3,1,1,0,0,0,0.0,0.31428870879229975,Low Risk
460,1,24,17,12,0,1,0,0,4,12.0,0.31243830433806374,Low Risk
461,1,19,12,14,1,1,0,1,5,11.2,0.31139873044736577,Low Risk
462,0,19,9,1,1,1,0,0,4,12.25,0.3090931745867284,Low Risk
463,0,20,8,1,1,1,0,0,4,12.5,0.30499707654906333,Low Risk
464,1,20,9,1,1,1,0,0,3,12.4,0.3044553231285252,Low Risk
465,1,19,5,1,1,1,0,0,5,11.4,0.3029327578105791,Low Risk
466,0,18,9,1,1,1,0,0,3,11.666666666666666,0.30236395865787996,Low Risk
467,0,21,8,14,1,1,1,0,5,13.2,0.3014807469067973,Low Risk
468,0,18,16,1,1,1,0,1,5,12.8,0.3003086522410461,Low Risk
469,1,23,4,13,1,1,0,0,5,12.0,0.29938905094074425,Low Risk
470,1,22,9,8,1,1,0,1,3,12.333333333333334,0.29703728539871666,Low Risk
471,0,31,17,12,0,1,0,1,4,11.25,0.29550958641571273,Low Risk
472,0,28,6,12,1,1,0,0,4,11.25,0.2923099093133215,Low Risk
473,1,19,5,14,1,1,0,1,4,13.0,0.2915518258852148,Low Risk
474,0,18,2,1,1,1,0,0,0,0.0,0.2844977360466515,Low Risk
475,0,20,11,8,1,1,0,1,4,11.25,0.28336072591439154,Low Risk
476,1,22,2,8,1,1,0,0,0,0.0,0.28171704189107327,Low Risk
477,0,20,8,1,1,1,0,0,6,13.333333333333334,0.2806862596069723,Low Risk
478,0,19,12,1,1,1,0,0,6,13.411428571428573,0.2803225893234345,Low Risk
479,1,27,11,1,1,1,0,0,6,10.666666666666666,0.27936483312027843,Low Risk
480,0,20,2,1,1,1,0,0,0,0.0,0.2785361353237264,Low Risk
481,1,18,12,1,1,1,0,0,6,11.833333333333334,0.2739391455079719,Low Risk
482,0,18,6,3,1,1,0,0,3,12.0,0.2729261353461972,Low Risk
483,1,22,2,14,1,1,0,0,0,0.0,0.2722894723233691,Low Risk
484,1,18,9,1,1,1,0,1,4,11.25,0.26915528570261826,Low Risk
485,0,26,3,12,0,1,0,1,3,12.333333333333334,0.2686660404738018,Low Risk
486,0,20,16,8,1,1,0,1,5,13.2,0.26801776506239056,Low Risk
487,0,20,13,9,1,1,0,0,7,11.4375,0.26785328171830325,Low Risk
488,1,24,13,12,1,1,0,1,6,10.857142857142858,0.26753843539774064,Low Risk
489,1,21,11,1,1,1,0,0,5,11.333333333333334,0.2604037680338083,Low Risk
490,1,19,4,15,1,1,0,0,5,11.5,0.2577377083903242,Low Risk
491,0,18,10,1,1,1,1,0,5,10.6,0.2574163953688915,Low Risk
492,0,18,12,14,1,1,0,1,5,11.98,0.252491464909301,Low Risk
493,0,20,12,1,1,1,0,1,5,13.188,0.24984157778603824,Low Risk
494,0,39,9,12,1,1,0,0,4,11.25,0.24683808699561383,Low Risk
495,1,20,14,1,1,1,0,0,5,12.8,0.24641498781965793,Low Risk
496,0,18,9,1,1,1,0,0,4,11.25,0.24475753325403463,Low Risk
497,0,22,13,14,1,1,0,0,6,10.744444444444444,0.241554641579994,Low Risk
498,0,33,17,14,0,1,0,0,8,10.375,0.24130976079082717,Low Risk
499,1,19,2,1,1,1,1,0,11,12.0,0.2386466368295274,Low Risk
500,0,20,9,8,1,1,0,0,4,11.0,0.23649137597560446,Low Risk
501,0,18,2,1,1,1,0,0,0,0.0,0.23111763663082677,Low Risk
502,0,30,9,17,1,1,0,0,9,12.22222222222222,0.22756900242540165,Low Risk
503,1,22,9,1,1,1,1,1,5,10.666666666666666,0.22567096298887085,Low Risk
504,0,19,5,14,1,1,0,0,5,12.4,0.22504465137049007,Low Risk
505,0,26,17,12,0,1,0,0,4,12.0,0.22363723792204018,Low Risk
506,1,28,10,12,1,1,1,0,7,11.0,0.22322066682625064,Low Risk
507,0,36,17,14,0,1,0,0,11,11.5,0.22285562056965774,Low Risk
508,1,18,2,1,1,1,0,0,0,0.0,0.22231504679326441,Low Risk
509,1,22,14,1,1,1,1,0,6,12.625,0.22206301862904462,Low Risk
510,0,41,9,12,1,1,1,0,5,11.6,0.22150575530771943,Low Risk
511,1,21,14,1,1,1,0,0,5,12.8,0.22011423353450993,Low Risk
512,0,19,6,8,1,1,0,0,3,12.0,0.21949236085232385,Low Risk
513,0,48,3,14,0,1,0,0,5,13.0,0.21465399879827213,Low Risk
514,1,21,4,15,1,1,0,0,5,11.857142857142858,0.21415847483232878,Low Risk
515,1,20,9,1,1,1,1,0,5,13.2,0.21352794807942926,Low Risk
516,0,31,10,12,1,1,0,0,6,13.166666666666666,0.21107544234370643,Low Risk
517,0,19,9,1,1,1,0,0,4,11.25,0.2106560314363212,Low Risk
518,0,21,9,1,1,1,0,0,4,11.0,0.21044788966094072,Low Risk
519,0,19,12,1,1,1,0,1,5,14.06,0.20798987232944668,Low Risk
520,0,21,11,1,1,1,0,0,5,11.6,0.2056928742502423,Low Risk
521,0,18,8,1,1,1,0,0,4,13.5,0.20158217688129162,Low Risk
522,0,25,17,12,0,1,0,0,4,12.5,0.200329422848947,Low Risk
523,1,21,2,1,1,1,1,0,11,11.545454545454543,0.19835505531567288,Low Risk
524,1,19,14,8,1,1,1,0,6,13.166666666666666,0.1937264460161032,Low Risk
525,0,21,14,14,1,1,0,0,5,11.833333333333334,0.19181428857050892,Low Risk
526,0,18,6,1,1,0,0,0,6,14.833333333333334,0.19010134842979,Low Risk
527,0,19,14,8,1,1,0,1,3,10.5,0.1899329140900354,Low Risk
528,0,26,9,13,1,1,0,0,4,13.0,0.18691875202554215,Low Risk
529,1,20,5,8,1,1,0,0,5,11.8,0.18639825419272518,Low Risk
530,0,24,4,12,1,1,0,0,5,11.8,0.18584805104968719,Low Risk
531,0,19,15,1,1,1,0,0,5,12.2,0.18545750132579777,Low Risk
532,1,20,2,1,1,1,0,1,0,0.0,0.18218027607332887,Low Risk
533,1,54,3,14,0,1,0,0,13,13.307692307692308,0.18152738514687317,Low Risk
534,1,25,11,12,1,1,0,0,6,11.166666666666666,0.17935684919263112,Low Risk
535,1,18,12,1,1,1,0,0,6,12.035714285714286,0.17919376310253948,Low Risk
536,0,32,17,14,0,1,0,0,5,10.2,0.17787366060947307,Low Risk
537,0,19,12,1,1,1,0,0,6,12.471428571428572,0.17786983826437427,Low Risk
538,0,22,6,15,1,1,0,0,5,12.8,0.17449438723859972,Low Risk
539,0,31,17,15,0,1,0,0,6,12.0,0.17304916216033345,Low Risk
540,0,21,5,16,1,1,0,0,5,12.2,0.17034302579467736,Low Risk
541,0,23,16,7,1,1,0,1,4,14.25,0.1693608204272443,Low Risk
542,0,20,10,8,1,1,0,1,4,10.75,0.1674393962260126,Low Risk
543,0,26,12,14,1,1,0,0,6,12.0,0.16710773929726935,Low Risk
544,0,18,2,1,1,1,0,0,0,0.0,0.1654737695210051,Low Risk
545,1,26,11,12,1,1,0,0,6,12.0,0.1653494253547821,Low Risk
546,1,22,15,1,1,1,0,0,5,13.4,0.16234289319805367,Low Risk
547,0,25,3,12,0,1,1,0,6,11.333333333333334,0.16230882476834113,Low Risk
548,1,18,12,1,1,1,0,0,6,13.976666666666668,0.16137139250773888,Low Risk
549,1,20,9,1,1,1,0,0,5,10.0,0.16069670584638066,Low Risk
550,1,22,4,15,1,1,0,0,5,13.0,0.15978214268302135,Low Risk
551,1,21,6,1,1,1,0,0,4,11.5,0.15893560853797567,Low Risk
552,0,28,17,12,0,1,0,1,5,10.6,0.15675097987983497,Low Risk
553,0,53,9,16,1,1,0,0,15,11.8,0.15601825894919116,Low Risk
554,1,19,14,8,1,1,0,0,5,13.2,0.15583378108747073,Low Risk
555,0,18,14,1,1,1,0,1,3,11.666666666666666,0.1558034340211572,Low Risk
556,1,23,11,1,1,1,0,0,6,13.0,0.1546062152689427,Low Risk
557,1,19,9,1,1,1,0,0,5,10.8,0.15135585010145983,Low Risk
558,0,25,13,12,1,1,0,0,6,12.125,0.15114750159227047,Low Risk
559,0,20,9,8,1,1,0,0,4,11.0,0.14975941039320304,Low Risk
560,0,18,12,14,1,1,0,1,5,12.16,0.14971089532853915,Low Risk
561,0,19,14,14,1,1,0,0,4,13.75,0.1480364507740564,Low Risk
562,1,43,4,12,1,1,0,0,6,12.875,0.14784450165468901,Low Risk
563,0,19,5,1,1,1,0,0,5,12.4,0.14602551679168074,Low Risk
564,1,21,11,8,1,1,0,0,6,11.166666666666666,0.1440094771966851,Low Risk
565,0,19,15,1,1,1,0,1,4,11.0,0.14326663983697954,Low Risk
566,0,20,9,1,1,1,0,0,4,12.0,0.14262832454007318,Low Risk
567,0,21,6,17,1,1,1,0,8,13.25,0.1417187420244256,Low Risk
568,0,18,15,1,1,1,0,0,6,13.166666666666666,0.14139649288271494,Low Risk
569,0,20,9,7,1,1,0,1,3,12.0,0.14100955445599903,Low Risk
570,0,29,5,13,1,1,0,0,9,11.555555555555555,0.13924435847146782,Low Risk
571,1,20,9,16,1,1,0,0,5,11.0,0.13892688305748968,Low Risk
572,0,19,12,1,1,1,0,1,5,13.34,0.13836176141386208,Low Risk
573,0,25,14,8,1,1,0,1,6,11.285714285714286,0.13759939337002022,Low Risk
574,1,44,3,12,0,1,0,0,9,12.333333333333334,0.13737818199927643,Low Risk
575,0,21,12,1,1,1,0,0,6,13.25,0.13734465961827907,Low Risk
576,1,19,15,1,1,1,0,0,5,12.6,0.13709029060711975,Low Risk
577,0,37,4,12,1,1,1,0,6,12.875,0.13485390430067315,Low Risk
578,1,37,17,13,0,1,0,0,5,15.8,0.13478749167087078,Low Risk
579,0,49,3,12,0,1,0,0,5,12.333333333333334,0.1337868590950075,Low Risk
580,0,21,15,8,1,1,0,0,5,11.8,0.1336563241512003,Low Risk
581,1,23,9,1,1,1,0,0,4,14.0,0.1333485625427679,Low Risk
582,1,25,11,1,1,1,0,0,6,13.166666666666666,0.1320504654247553,Low Risk
583,0,18,16,1,1,1,0,0,6,12.166666666666666,0.13099423239627617,Low Risk
584,0,18,2,1,1,1,0,0,0,0.0,0.13021988896248043,Low Risk
585,0,38,17,1,0,1,0,1,5,11.0,0.12981812671018292,Low Risk
586,0,21,16,9,1,1,1,0,7,13.0,0.12922367482663738,Low Risk
587,0,28,13,12,1,1,0,0,7,12.428571428571429,0.12765998664622405,Low Risk
588,0,25,13,12,1,1,0,0,7,11.95,0.12476986415941622,Low Risk
589,1,22,9,1,1,1,0,0,4,11.75,0.12464952680003795,Low Risk
590,0,24,4,15,1,1,0,0,6,11.428571428571429,0.12448815788262076,Low Risk
591,1,26,9,12,1,1,0,0,5,12.0,0.12215687129421687,Low Risk
592,1,20,9,1,1,1,0,0,5,10.2,0.12210474586395023,Low Risk
593,1,20,14,1,1,1,0,1,6,11.333333333333334,0.12182463075465876,Low Risk
594,0,18,12,8,1,1,0,1,5,11.94,0.12168880243321244,Low Risk
595,0,19,9,1,1,1,0,0,4,11.0,0.11997835445442917,Low Risk
596,0,18,10,1,1,1,0,0,5,11.833333333333334,0.11950473644611798,Low Risk
597,0,20,15,1,1,1,0,1,4,14.0,0.11772098586720807,Low Risk
598,0,21,6,15,1,1,0,0,5,12.666666666666666,0.11758120785191029,Low Risk
599,1,19,9,8,1,1,0,1,3,11.666666666666666,0.11712979795887059,Low Risk
600,0,18,11,1,1,1,0,0,5,12.2,0.11700542267961671,Low Risk
601,0,18,12,1,1,1,0,0,6,12.183333333333332,0.11571041211065133,Low Risk
602,1,21,14,8,1,1,0,0,6,12.285714285714286,0.11544800077610705,Low Risk
603,1,20,11,8,1,1,0,0,6,11.833333333333334,0.11485671322509523,Low Risk
604,1,18,5,8,1,1,0,0,6,12.833333333333334,0.1139878101925624,Low Risk
605,0,35,17,12,0,1,0,1,3,11.666666666666666,0.11350012362163268,Low Risk
606,0,18,12,14,1,1,0,1,5,12.86,0.11336316579659365,Low Risk
607,1,22,5,1,1,1,0,1,6,11.666666666666666,0.1132577649298681,Low Risk
608,0,24,9,9,1,1,0,0,5,10.8,0.11296451799968352,Low Risk
609,0,18,6,1,1,1,0,0,4,14.25,0.11227091202387207,Low Risk
610,0,19,13,8,1,1,0,0,6,11.15,0.11166913615927648,Low Risk
611,0,19,9,1,1,1,0,1,4,11.0,0.11162981975248595,Low Risk
612,0,21,10,1,1,1,0,0,5,11.2,0.11069791168324511,Low Risk
613,0,18,15,1,1,1,0,1,6,12.166666666666666,0.10986851188743106,Low Risk
614,0,19,8,14,1,1,0,0,5,14.857142857142858,0.10972579647143657,Low Risk
615,0,40,15,12,1,1,0,0,5,13.0,0.1084503995754242,Low Risk
616,0,19,14,1,1,1,0,0,5,12.6,0.10834555062596556,Low Risk
617,0,37,3,12,0,1,1,0,7,11.375,0.1078849317131065,Low Risk
618,1,20,15,1,1,1,0,0,6,12.166666666666666,0.10617262839015386,Low Risk
619,0,23,12,14,1,1,0,0,6,12.1,0.10613208884742138,Low Risk
620,0,18,15,8,1,1,0,0,5,12.6,0.10414976423016381,Low Risk
621,0,27,12,12,1,1,0,1,6,12.6,0.1039240031103926,Low Risk
622,0,20,12,8,1,0,0,1,7,13.462857142857144,0.10285003110683713,Low Risk
623,1,21,12,1,1,1,0,0,6,12.565,0.1022731973850376,Low Risk
624,1,20,4,17,1,1,1,0,11,12.545454545454543,0.10193425620558462,Low Risk
625,1,18,2,8,1,1,0,1,0,0.0,0.10155327494767348,Low Risk
626,0,45,3,12,0,1,0,0,5,13.6,0.10112101200520526,Low Risk
627,0,19,12,1,1,1,0,1,6,11.833333333333334,0.10035183486364768,Low Risk
628,0,20,6,8,1,1,0,0,6,13.166666666666666,0.09943930392518731,Low Risk
629,1,19,14,1,1,1,0,0,4,12.5,0.09905514552345132,Low Risk
630,0,18,12,8,1,1,0,0,7,12.50625,0.09862038687599711,Low Risk
631,0,19,10,1,1,1,1,1,5,11.4,0.09818168033287296,Low Risk
632,0,21,11,1,1,1,0,0,6,10.833333333333334,0.09703947542364381,Low Risk
633,1,20,11,1,1,1,0,0,6,12.857142857142858,0.09649681863578932,Low Risk
634,0,20,12,1,1,1,0,1,5,12.62,0.09601826616368098,Low Risk
635,1,20,5,1,1,1,0,1,6,11.375,0.09579175845012117,Low Risk
636,0,20,14,8,1,1,0,0,5,13.4,0.09532320478268695,Low Risk
637,0,25,13,12,1,1,0,0,7,11.857142857142858,0.09362692648153227,Low Risk
638,1,19,5,1,1,1,0,0,6,12.666666666666666,0.09339279733080376,Low Risk
639,1,22,12,1,1,1,0,0,6,12.833333333333334,0.09098457360456878,Low Risk
640,1,20,14,1,1,1,0,0,6,12.714285714285714,0.09048831531387058,Low Risk
641,1,21,9,8,1,1,0,0,5,11.0,0.0900319658088361,Low Risk
642,1,20,12,1,1,1,0,0,6,13.016666666666666,0.0899732026528018,Low Risk
643,0,18,12,8,1,1,0,0,6,13.39,0.08949580339723225,Low Risk
644,1,26,3,1,0,1,0,0,6,11.833333333333334,0.08945000957274356,Low Risk
645,1,18,5,8,1,1,0,0,6,13.0,0.08908585187377431,Low Risk
646,1,18,15,8,1,1,0,0,6,12.666666666666666,0.0889164608758143,Low Risk
647,0,35,14,12,1,1,0,0,5,11.4,0.08842223417839903,Low Risk
648,0,18,14,1,1,1,0,1,3,12.666666666666666,0.08799027903766811,Low Risk
649,0,18,9,1,1,1,0,1,4,11.571428571428571,0.08704921897400729,Low Risk
650,1,18,5,8,1,1,0,0,6,12.333333333333334,0.08634695813543142,Low Risk
651,1,23,11,1,1,1,0,0,6,12.666666666666666,0.0862497230346902,Low Risk
652,1,21,11,1,1,1,0,0,6,12.571428571428571,0.08589402744370993,Low Risk
653,1,18,9,8,1,1,0,0,5,12.0,0.08543709963412424,Low Risk
654,0,18,14,1,1,1,0,0,6,12.333333333333334,0.0844679792638756,Low Risk
655,1,18,2,7,1,1,0,1,0,0.0,0.08390059043575993,Low Risk
656,1,19,11,1,1,1,0,1,6,11.166666666666666,0.08321344375047732,Low Risk
657,0,48,3,12,0,1,0,1,6,10.666666666666666,0.08291444433899635,Low Risk
658,0,18,2,8,1,1,0,1,0,0.0,0.082377418327527,Low Risk
659,1,24,4,12,1,1,1,0,6,14.88888888888889,0.08207865459690954,Low Risk
660,0,18,8,8,1,1,0,1,6,12.833333333333334,0.08205135727347844,Low Risk
661,1,27,12,12,1,1,0,0,7,14.085714285714284,0.0820340291381454,Low Risk
662,0,19,9,14,1,1,0,0,5,11.5,0.08169047353964724,Low Risk
663,0,18,11,1,1,1,0,1,6,10.833333333333334,0.0804414802273303,Low Risk
664,0,19,9,1,1,1,0,0,5,11.2,0.07932183036147113,Low Risk
665,0,18,5,8,1,1,0,0,6,11.833333333333334,0.07909951131617712,Low Risk
666,0,21,17,9,0,1,0,1,4,12.25,0.07825596376066724,Low Risk
667,0,20,10,8,1,1,0,0,5,10.6,0.07723837490948038,Low Risk
668,1,24,4,12,1,1,0,0,7,13.571428571428571,0.0762154333986954,Low Risk
669,0,19,6,15,1,1,0,0,5,12.666666666666666,0.07583725234144445,Low Risk
670,0,18,9,8,1,1,0,1,3,13.0,0.0751144117493001,Low Risk
671,1,43,12,12,1,1,0,0,7,11.635714285714286,0.0750903629033181,Low Risk
672,0,18,9,1,1,1,0,0,4,12.0,0.07454227873165235,Low Risk
673,0,19,10,1,1,1,0,0,5,11.6,0.07369007998258371,Low Risk
674,0,24,17,12,0,1,0,0,5,12.285714285714286,0.07351924311221955,Low Risk
675,0,20,4,8,1,1,1,0,6,13.333333333333334,0.07294881724634343,Low Risk
676,0,18,12,1,1,1,0,0,7,12.59125,0.07258660942192378,Low Risk
677,1,19,12,8,1,1,0,0,6,12.933333333333332,0.07235781314859335,Low Risk
678,0,20,12,8,1,1,0,0,6,13.548333333333334,0.07170983868921539,Low Risk
679,0,20,6,15,1,1,0,0,5,14.2,0.07078369732157135,Low Risk
680,0,19,11,1,1,1,0,0,5,13.4,0.07071828662686509,Low Risk
681,0,18,12,8,1,1,0,0,7,12.385714285714286,0.0703323130654052,Low Risk
682,0,24,12,12,1,1,0,0,7,12.714285714285714,0.07017349908094105,Low Risk
683,0,28,6,16,1,1,0,0,6,14.428571428571429,0.0695268741929746,Low Risk
684,0,19,15,1,1,1,0,0,6,12.166666666666666,0.06873583154912788,Low Risk
685,0,18,14,1,1,1,0,0,6,14.166666666666666,0.0671048349114637,Low Risk
686,0,19,11,1,1,1,0,0,6,12.0,0.0670868552467854,Low Risk
687,0,20,10,1,1,1,0,0,5,13.2,0.06704684180743399,Low Risk
688,0,19,9,1,1,1,0,0,4,12.8,0.06492142323527246,Low Risk
689,0,18,15,8,1,1,0,0,6,13.5,0.06423292933069069,Low Risk
690,0,18,10,1,1,1,1,1,5,11.6,0.06388887599366502,Low Risk
691,0,20,9,8,1,1,0,0,5,11.166666666666666,0.06338130115516633,Low Risk
692,0,20,5,1,1,1,0,0,6,11.166666666666666,0.061769750364767326,Low Risk
693,0,18,5,1,1,1,0,0,6,12.333333333333334,0.06167609802775579,Low Risk
694,0,20,15,8,1,1,0,0,6,11.666666666666666,0.061592155544986836,Low Risk
695,0,20,11,1,1,1,0,1,5,12.8,0.06077085952257312,Low Risk
696,0,20,8,15,1,1,0,0,4,12.0,0.060278847187452946,Low Risk
