Tuition fees up to date,Debtor,Scholarship holder,financial_distress_score,financial_high_risk,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),approval_rate,eval_intensity,zero_approved_flag,zero_eval_flag,Gender,Age at enrollment,age_bin,marital_grouped,Daytime/evening attendance,app_mode_target_enc,course_target_enc,prev_qual_ordinal,app_order_clipped,mother_qual_tier,father_qual_tier,mother_occ_tier,father_occ_tier,ses_composite,gender_x_agebin,financial_x_zero_approved,tuition_overdue_x_zero_approved
1,0,0,1,0,7,0,0,0.0,0.0,0.0,1,1,0,28,3,1,1,0.6412213740458015,0.17717717717717718,2,1,3,1,0,0,1.0,0,1,0
1,0,0,1,0,7,6,10,11.98,0.8571428571428571,1.4285714285714286,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,1,4,3,2,2,2.75,0,0,0
1,0,0,1,0,7,6,10,11.614285714285714,0.8571428571428571,1.4285714285714286,0,0,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,1,3,3,2,2,2.5,0,0,0
1,0,1,0,0,8,7,8,14.314285714285717,0.875,1.0,0,0,0,18,0,1,1,0.55625,0.17717717717717718,0,5,3,2,1,1,1.75,0,0,0
1,0,0,1,0,7,0,0,0.0,0.0,0.0,1,1,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,3,4,3,1,1,2.25,0,1,0
1,0,1,0,0,7,6,9,12.766666666666666,0.8571428571428571,1.2857142857142858,0,0,0,20,0,1,1,0.2802021129995407,0.17717717717717718,0,3,3,2,1,1,1.75,0,0,0
1,0,1,0,0,6,6,7,12.666666666666666,1.0,1.1666666666666667,0,0,0,18,0,1,1,0.2802021129995407,0.5985915492957746,0,1,3,1,1,1,1.5,0,0,0
1,0,0,1,0,6,6,7,11.5,1.0,1.1666666666666667,0,0,0,20,0,1,1,0.55625,0.4337899543378995,0,2,1,2,2,2,1.75,0,0,0
1,0,0,1,0,6,5,13,11.4,0.8333333333333334,2.1666666666666665,0,0,0,31,3,1,1,0.55625,0.4337899543378995,0,1,3,2,1,2,2.0,0,0,0
1,0,1,0,0,7,7,8,14.70625,1.0,1.1428571428571428,0,0,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,3,1,1,1,1,1.0,0,0,0
1,0,1,0,0,7,6,9,11.814285714285717,0.8571428571428571,1.2857142857142858,0,0,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,3,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,8,13.0,1.0,1.3333333333333333,0,0,0,23,1,1,1,0.2802021129995407,0.2786885245901639,0,1,1,3,2,1,1.75,0,0,0
1,0,0,1,0,6,6,7,14.857142857142858,1.0,1.1666666666666667,0,0,0,19,0,1,1,0.2802021129995407,0.4337899543378995,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,7,6,7,12.6,0.8571428571428571,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.17717717717717718,0,5,3,4,2,1,2.5,0,0,0
0,1,0,3,1,5,2,6,11.5,0.4,1.2,0,0,0,27,2,1,1,0.6412213740458015,0.65,2,3,1,1,0,1,0.75,0,0,0
1,0,0,1,0,7,1,9,10.0,0.14285714285714285,1.2857142857142858,0,0,0,29,3,1,1,0.55625,0.4782608695652174,1,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,5,10,11.8,0.8333333333333334,1.6666666666666667,0,0,0,18,0,1,1,0.2802021129995407,0.45714285714285713,0,1,3,2,2,2,2.25,0,0,0
1,0,0,1,0,6,5,7,11.8,0.8333333333333334,1.1666666666666667,0,0,0,18,0,1,1,0.2802021129995407,0.2786885245901639,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,8,8,8,12.77125,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,6,12.666666666666666,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.45714285714285713,0,2,1,1,1,1,1.0,0,0,0
0,0,0,2,0,5,1,9,12.0,0.2,1.8,0,0,0,28,3,1,1,0.6412213740458015,0.3423076923076923,2,2,4,4,1,1,2.5,0,0,0
1,0,1,0,0,8,7,12,11.721428571428572,0.875,1.5,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,2,1,3,1,1,1.5,0,0,0
1,0,0,1,0,6,6,6,12.666666666666666,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.3400673400673401,0,2,1,3,1,2,1.75,0,0,0
1,0,0,1,0,5,4,12,13.0,0.8,2.4,0,0,0,18,0,1,1,0.2802021129995407,0.65,0,1,4,4,1,1,2.5,0,0,0
1,0,0,1,0,5,0,6,0.0,0.0,1.2,1,0,0,21,1,1,1,0.2802021129995407,0.4944649446494465,0,2,3,2,2,2,2.25,0,1,0
0,0,0,2,0,5,0,5,0.0,0.0,1.0,1,0,0,32,3,2,0,0.55625,0.36597938144329895,0,1,3,1,0,0,1.0,0,2,1
1,0,0,1,0,5,4,6,12.5,0.8,1.2,0,0,0,28,3,1,1,0.55625,0.4337899543378995,0,2,3,1,0,0,1.0,0,0,0
0,0,0,2,0,4,0,4,0.0,0.0,1.0,1,0,0,40,4,1,0,0.55625,0.6355140186915887,0,1,1,2,1,1,1.25,0,2,1
0,1,0,3,1,5,0,5,0.0,0.0,1.0,1,0,0,39,4,2,0,0.55625,0.36597938144329895,0,2,1,1,1,0,0.75,0,3,1
0,1,0,3,1,6,0,0,0.0,0.0,0.0,1,1,0,39,4,2,1,0.55625,0.20967741935483872,0,2,1,1,1,0,0.75,0,3,1
1,0,0,1,0,6,6,7,12.5,1.0,1.1666666666666667,0,0,0,50,4,2,1,0.55625,0.4941860465116279,0,1,1,2,1,2,1.5,0,0,0
1,0,0,1,0,6,5,10,12.8,0.8333333333333334,1.6666666666666667,0,0,0,23,1,1,1,0.2802021129995407,0.5985915492957746,0,2,3,3,1,2,2.25,0,0,0
1,0,0,1,0,6,1,11,10.0,0.16666666666666666,1.8333333333333333,0,0,0,48,4,3,0,0.55625,0.36597938144329895,1,1,3,1,0,0,1.0,0,0,0
1,0,0,1,0,6,4,11,11.25,0.6666666666666666,1.8333333333333333,0,0,0,23,1,1,1,0.2802021129995407,0.5985915492957746,0,2,1,1,1,1,1.0,0,0,0
1,0,1,0,0,8,7,8,12.61,0.875,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,5,1,3,1,1,1.5,0,0,0
1,0,0,1,0,5,2,14,12.0,0.4,2.8,0,0,0,18,0,1,1,0.2802021129995407,0.65,0,1,4,2,1,1,2.0,0,0,0
0,0,0,2,0,6,5,9,13.0,0.8333333333333334,1.5,0,0,0,20,0,1,1,0.36666666666666664,0.20967741935483872,0,1,4,1,1,1,1.75,0,0,0
1,0,1,0,0,5,4,9,12.0,0.8,1.8,0,0,0,18,0,1,1,0.55625,0.3423076923076923,0,3,3,3,1,1,2.0,0,0,0
1,0,0,1,0,7,4,8,12.0,0.5714285714285714,1.1428571428571428,0,0,0,18,0,1,1,0.2802021129995407,0.4782608695652174,0,1,4,4,1,1,2.5,0,0,0
1,0,0,1,0,5,1,12,12.0,0.2,2.4,0,0,1,31,3,1,1,0.55625,0.8653846153846154,0,1,3,3,1,2,2.25,3,0,0
1,0,0,1,0,0,0,0,0.0,0.0,0.0,1,1,1,24,2,1,1,0.55625,0.4606741573033708,0,1,4,3,1,0,2.0,2,1,0
0,1,0,3,1,5,0,5,0.0,0.0,1.0,1,0,1,26,2,1,1,0.55625,0.4944649446494465,0,1,1,1,1,1,1.0,2,3,1
1,1,0,2,0,6,5,11,13.625,0.8333333333333334,1.8333333333333333,0,0,1,18,0,1,1,0.2802021129995407,0.65,0,1,4,4,1,1,2.5,0,0,0
1,0,0,1,0,6,0,0,0.0,0.0,0.0,1,1,1,22,1,1,1,0.2802021129995407,0.4337899543378995,0,1,1,1,1,1,1.0,1,1,0
1,0,0,1,0,8,7,8,11.69,0.875,1.0,0,0,1,18,0,1,1,0.2802021129995407,0.17717717717717718,0,2,4,4,1,2,2.75,0,0,0
0,1,0,3,1,6,0,11,0.0,0.0,1.8333333333333333,1,0,1,20,0,1,1,0.55625,0.2786885245901639,1,1,3,2,2,1,2.0,0,3,1
1,0,0,1,0,0,0,0,0.0,0.0,0.0,1,1,1,25,2,1,1,0.55625,0.4606741573033708,1,1,4,4,1,1,2.5,2,1,0
1,0,0,1,0,5,4,10,11.5,0.8,2.0,0,0,1,24,2,1,0,0.55625,0.6355140186915887,0,1,4,4,2,2,3.0,2,0,0
1,0,0,1,0,5,1,10,14.0,0.2,2.0,0,0,1,27,2,1,1,0.55625,0.8653846153846154,0,1,4,4,2,2,3.0,2,0,0
1,0,0,1,0,6,5,7,11.0,0.8333333333333334,1.1666666666666667,0,0,1,21,1,1,1,0.2802021129995407,0.45714285714285713,0,1,4,2,2,2,2.5,1,0,0
1,0,0,1,0,6,6,7,12.857142857142858,1.0,1.1666666666666667,0,0,1,21,1,1,1,0.55625,0.4941860465116279,1,1,1,1,2,1,1.25,1,0,0
1,0,0,1,0,6,4,9,12.5,0.6666666666666666,1.5,0,0,1,19,0,1,1,0.55625,0.3400673400673401,0,3,1,3,1,1,1.5,0,0,0
1,0,0,1,0,7,7,7,14.528571428571428,1.0,1.0,0,0,1,28,3,1,1,0.55625,0.17717717717717718,0,1,1,2,1,1,1.25,3,0,0
1,0,1,0,0,6,6,8,13.0,1.0,1.3333333333333333,0,0,1,21,1,1,1,0.55625,0.4941860465116279,1,1,3,2,2,0,1.75,1,0,0
1,0,1,0,0,7,7,7,15.957142857142856,1.0,1.0,0,0,1,18,0,1,1,0.2802021129995407,0.17717717717717718,0,1,3,3,1,2,2.25,0,0,0
1,0,0,1,0,5,5,8,13.25,1.0,1.6,0,0,1,19,0,1,1,0.2802021129995407,0.4944649446494465,0,2,1,1,1,1,1.0,0,0,0
1,0,0,1,0,5,3,12,12.0,0.6,2.4,0,0,1,19,0,1,1,0.2802021129995407,0.8653846153846154,0,5,1,2,2,1,1.5,0,0,0
0,1,0,3,1,6,4,10,13.0,0.6666666666666666,1.6666666666666667,0,0,1,25,2,1,1,0.55625,0.3400673400673401,1,1,1,3,1,1,1.5,2,0,0
1,1,0,2,0,11,9,12,11.77777777777778,0.8181818181818182,1.0909090909090908,0,0,1,21,1,1,1,0.55625,0.2786885245901639,0,1,1,1,1,0,0.75,1,0,0
1,0,0,1,0,5,2,10,11.0,0.4,2.0,0,0,1,19,0,1,1,0.2802021129995407,0.8653846153846154,0,3,3,4,2,1,2.5,0,0,0
1,0,0,1,0,5,0,14,0.0,0.0,2.8,1,0,1,20,0,1,1,0.2802021129995407,0.4944649446494465,0,2,3,3,2,2,2.5,0,1,0
1,0,0,1,0,14,14,16,12.428571428571429,1.0,1.1428571428571428,0,0,1,25,2,1,1,0.55625,0.4941860465116279,1,1,4,4,1,1,2.5,2,0,0
1,0,0,1,0,0,0,0,0.0,0.0,0.0,1,1,1,18,0,1,1,0.2802021129995407,0.4606741573033708,0,1,1,1,1,1,1.0,0,1,0
1,0,0,1,0,8,8,8,12.5075,1.0,1.0,0,0,1,23,1,1,1,0.55625,0.17717717717717718,0,1,3,4,1,0,2.0,1,0,0
1,0,0,1,0,12,11,18,12.090909090909092,0.9166666666666666,1.5,0,0,1,21,1,1,1,0.2802021129995407,0.4941860465116279,1,1,4,1,2,2,2.25,1,0,0
1,0,0,1,0,5,1,13,10.0,0.2,2.6,0,0,1,25,2,1,0,0.55625,0.6355140186915887,0,1,3,3,2,0,2.0,2,0,0
1,0,0,1,0,6,6,6,13.5,1.0,1.0,0,0,1,18,0,1,1,0.2802021129995407,0.65,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,6,14.166666666666666,1.0,1.0,0,0,1,22,1,1,1,0.2802021129995407,0.2786885245901639,2,5,3,3,1,1,2.0,1,0,0
1,0,0,1,0,6,6,7,14.0,1.0,1.1666666666666667,0,0,1,27,2,1,1,0.55625,0.4337899543378995,0,1,1,2,2,1,1.5,2,0,0
1,0,0,1,0,3,0,4,0.0,0.0,1.3333333333333333,1,0,1,25,2,1,1,0.55625,0.4941860465116279,1,1,4,3,1,2,2.5,2,1,0
1,0,0,1,0,5,3,9,11.666666666666666,0.6,1.8,0,0,1,18,0,1,1,0.2802021129995407,0.8653846153846154,0,4,3,2,0,1,1.5,0,0,0
1,0,0,1,0,5,5,7,14.6,1.0,1.4,0,0,1,20,0,1,1,0.2802021129995407,0.3423076923076923,0,1,1,2,1,1,1.25,0,0,0
1,0,0,1,0,6,5,10,13.0,0.8333333333333334,1.6666666666666667,0,0,1,27,2,1,1,0.55625,0.4941860465116279,0,1,4,4,1,1,2.5,2,0,0
1,0,0,1,0,6,6,7,12.166666666666666,1.0,1.1666666666666667,0,0,1,20,0,1,0,0.2802021129995407,0.36597938144329895,0,1,3,3,1,1,2.0,0,0,0
1,0,0,1,0,5,0,9,0.0,0.0,1.8,1,0,1,22,1,1,1,0.2802021129995407,0.4944649446494465,0,1,1,1,1,1,1.0,1,1,0
1,0,0,1,0,5,3,10,10.5,0.6,2.0,0,0,1,19,0,1,1,0.2802021129995407,0.8653846153846154,0,5,1,4,1,0,1.5,0,0,0
1,0,0,1,0,0,0,0,0.0,0.0,0.0,1,1,1,19,0,1,1,0.55625,0.4606741573033708,0,4,1,1,1,0,0.75,0,1,0
0,0,0,2,0,5,0,12,0.0,0.0,2.4,1,0,1,29,3,2,1,0.55625,0.3423076923076923,2,1,3,3,2,2,2.5,3,2,1
1,0,0,1,0,8,7,8,13.828571428571427,0.875,1.0,0,0,1,19,0,1,1,0.2802021129995407,0.17717717717717718,0,2,4,3,1,1,2.25,0,0,0
1,0,0,1,0,6,6,7,11.5,1.0,1.1666666666666667,0,0,0,20,0,2,1,0.2802021129995407,0.20967741935483872,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,4,6,13.5,0.6666666666666666,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.2786885245901639,0,4,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,0,12,0.0,0.0,2.0,1,0,0,31,3,1,0,0.55625,0.36597938144329895,0,1,3,4,0,1,2.0,0,1,0
1,0,0,1,0,7,7,8,12.5375,1.0,1.1428571428571428,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,5,1,3,1,1,1.5,0,0,0
1,0,0,1,0,5,4,10,12.0,0.8,2.0,0,0,0,18,0,1,1,0.2802021129995407,0.4944649446494465,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,5,8,11.8,0.8333333333333334,1.3333333333333333,0,0,0,19,0,1,1,0.2802021129995407,0.45714285714285713,0,1,1,1,1,1,1.0,0,0,0
1,0,1,0,0,5,5,5,15.0,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.4944649446494465,0,1,3,2,2,2,2.25,0,0,0
1,0,0,1,0,5,3,7,12.0,0.6,1.4,0,0,0,19,0,1,1,0.2802021129995407,0.3423076923076923,0,1,1,2,0,0,0.75,0,0,0
1,0,1,0,0,6,6,6,12.833333333333334,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.3400673400673401,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,12,11.666666666666666,1.0,2.0,0,0,0,19,0,1,1,0.2802021129995407,0.45714285714285713,0,3,1,1,1,2,1.25,0,0,0
1,0,0,1,0,7,7,9,12.1625,1.0,1.2857142857142858,0,0,0,19,0,1,1,0.2802021129995407,0.4782608695652174,0,4,1,3,1,2,1.75,0,0,0
1,0,0,1,0,6,6,6,13.833333333333334,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.4337899543378995,0,2,1,3,1,2,1.75,0,0,0
1,0,1,0,0,6,6,9,12.125,1.0,1.5,0,0,0,20,0,1,1,0.55625,0.4337899543378995,1,1,1,3,1,2,1.75,0,0,0
1,0,0,1,0,15,11,15,11.454545454545457,0.7333333333333333,1.0,0,0,0,29,3,1,0,0.55625,0.6355140186915887,2,1,1,1,1,1,1.0,0,0,0
0,0,1,1,0,6,4,10,12.0,0.6666666666666666,1.6666666666666667,0,0,0,20,0,1,1,0.2802021129995407,0.5985915492957746,0,1,1,1,1,0,0.75,0,0,0
0,1,0,3,1,7,6,8,12.666666666666666,0.8571428571428571,1.1428571428571428,0,0,0,31,3,3,1,0.55625,0.5985915492957746,0,1,1,3,1,0,1.25,0,0,0
1,0,0,1,0,6,6,7,12.666666666666666,1.0,1.1666666666666667,0,0,0,20,0,1,1,0.2802021129995407,0.4337899543378995,0,1,1,1,1,2,1.25,0,0,0
1,0,0,1,0,18,18,22,11.88888888888889,1.0,1.2222222222222223,0,0,0,21,1,1,1,0.2802021129995407,0.4941860465116279,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,0,0,0.0,0.0,0.0,1,1,0,23,1,1,1,0.6412213740458015,0.65,2,1,1,1,1,1,1.0,0,1,0
0,1,0,3,1,6,4,6,13.0,0.6666666666666666,1.0,0,0,0,21,1,1,1,0.2802021129995407,0.2786885245901639,0,5,1,1,1,1,1.0,0,0,0
1,0,0,1,0,7,7,7,16.885714285714283,1.0,1.0,0,0,0,24,2,1,1,0.6412213740458015,0.17717717717717718,1,1,3,3,1,2,2.25,0,0,0
1,0,0,1,0,6,6,6,12.5,1.0,1.0,0,0,0,27,2,1,0,0.55625,0.36597938144329895,0,1,3,3,2,2,2.5,0,0,0
1,0,1,0,0,7,7,9,13.055555555555555,1.0,1.2857142857142858,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,1,3,1,2,1,1.75,0,0,0
0,0,0,2,0,0,0,0,0.0,0.0,0.0,1,1,0,21,1,1,1,0.2802021129995407,0.4606741573033708,0,3,0,3,2,2,1.75,0,2,1
1,1,1,1,0,5,0,7,0.0,0.0,1.4,1,0,0,19,0,1,1,0.2802021129995407,0.65,0,1,1,4,2,1,2.0,0,1,0
1,0,1,0,0,8,7,8,12.355714285714283,0.875,1.0,0,0,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,5,1,2,1,1,1.25,0,0,0
1,0,0,1,0,6,0,0,0.0,0.0,0.0,1,1,0,18,0,1,1,0.2802021129995407,0.3423076923076923,0,1,1,1,2,2,1.5,0,1,0
1,1,1,1,0,7,7,7,13.857142857142858,1.0,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.5985915492957746,0,2,1,1,2,2,1.5,0,0,0
1,0,0,1,0,6,5,9,13.0,0.8333333333333334,1.5,0,0,0,24,2,2,0,0.2802021129995407,0.36597938144329895,0,1,3,1,2,1,1.75,0,0,0
1,0,0,1,0,6,6,6,12.833333333333334,1.0,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.2786885245901639,0,1,3,3,1,1,2.0,0,0,0
1,0,1,0,0,8,7,8,12.357142857142858,0.875,1.0,0,0,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,1,1,1,1,1,1.0,0,0,0
1,0,1,0,0,8,7,8,13.857142857142858,0.875,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,5,3,1,1,1,1.5,0,0,0
1,0,1,0,0,6,6,6,12.333333333333334,1.0,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.20967741935483872,2,2,1,1,1,1,1.0,0,0,0
1,0,0,1,0,7,7,8,12.847142857142858,1.0,1.1428571428571428,0,0,0,20,0,1,1,0.2802021129995407,0.17717717717717718,0,1,1,1,1,1,1.0,0,0,0
1,0,1,0,0,7,6,9,12.339999999999998,0.8571428571428571,1.2857142857142858,0,0,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,2,1,1,2,1,1.25,0,0,0
1,0,0,1,0,6,6,6,13.833333333333334,1.0,1.0,0,0,0,20,0,1,1,0.2802021129995407,0.3400673400673401,0,1,4,2,2,1,2.25,0,0,0
1,0,0,1,0,5,2,15,10.75,0.4,3.0,0,0,0,19,0,1,1,0.2802021129995407,0.4944649446494465,0,2,3,1,2,2,2.0,0,0,0
1,0,0,1,0,6,4,11,13.25,0.6666666666666666,1.8333333333333333,0,0,0,19,0,1,1,0.2802021129995407,0.5985915492957746,0,5,1,1,1,1,1.0,0,0,0
1,0,1,0,0,8,8,8,13.73125,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,1,1,1,1,1,1.0,0,0,0
1,0,1,0,0,6,6,6,13.333333333333334,1.0,1.0,0,0,0,23,1,1,1,0.2802021129995407,0.2786885245901639,0,4,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,5,8,12.0,0.8333333333333334,1.3333333333333333,0,0,0,21,1,1,1,0.2802021129995407,0.5985915492957746,0,1,1,2,1,1,1.25,0,0,0
1,0,0,1,0,9,9,10,10.88888888888889,1.0,1.1111111111111112,0,0,0,23,1,1,0,0.55625,0.36597938144329895,1,1,1,1,2,2,1.5,0,0,0
1,0,0,1,0,7,7,8,13.025,1.0,1.1428571428571428,0,0,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,3,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,6,13.0,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.3400673400673401,0,2,3,1,1,2,1.75,0,0,0
1,0,0,1,0,6,5,10,11.8,0.8333333333333334,1.6666666666666667,0,0,0,19,0,1,1,0.2802021129995407,0.3400673400673401,0,1,1,1,1,1,1.0,0,0,0
1,0,1,0,0,8,7,8,12.042857142857144,0.875,1.0,0,0,0,25,2,1,1,0.55625,0.17717717717717718,0,1,1,1,1,1,1.0,0,0,0
1,0,1,0,0,7,7,8,12.8375,1.0,1.1428571428571428,0,0,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,1,3,2,1,1,1.75,0,0,0
1,1,1,1,0,7,7,13,11.0,1.0,1.8571428571428572,0,0,0,24,2,1,1,0.55625,0.4782608695652174,0,1,1,1,2,2,1.5,0,0,0
1,0,1,0,0,6,6,7,13.5,1.0,1.1666666666666667,0,0,0,18,0,1,1,0.2802021129995407,0.4337899543378995,0,1,1,1,1,1,1.0,0,0,0
1,0,1,0,0,6,6,8,12.125,1.0,1.3333333333333333,0,0,0,19,0,1,1,0.2802021129995407,0.20967741935483872,0,5,1,1,1,1,1.0,0,0,0
1,0,1,0,0,8,7,12,12.62857142857143,0.875,1.5,0,0,0,18,0,1,1,0.2802021129995407,0.17717717717717718,0,5,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,5,11,11.2,0.8333333333333334,1.8333333333333333,0,0,0,19,0,1,1,0.2802021129995407,0.20967741935483872,0,3,3,3,2,1,2.25,0,0,0
1,0,1,0,0,6,6,6,12.666666666666666,1.0,1.0,0,0,0,18,0,1,1,0.55625,0.3400673400673401,0,1,3,3,2,2,2.5,0,0,0
0,1,0,3,1,6,4,7,13.5,0.6666666666666666,1.1666666666666667,0,0,0,34,3,2,1,0.55625,0.4337899543378995,0,1,1,1,1,0,0.75,0,0,0
0,1,0,3,1,6,0,0,0.0,0.0,0.0,1,1,0,20,0,1,1,0.2802021129995407,0.3400673400673401,0,2,1,1,1,1,1.0,0,3,1
1,0,0,1,0,5,5,5,12.0,1.0,1.0,0,0,0,26,2,2,0,0.55625,0.6355140186915887,2,1,1,2,1,1,1.25,0,0,0
1,0,0,1,0,7,7,9,12.228571428571428,1.0,1.2857142857142858,0,0,0,27,2,1,1,0.55625,0.4782608695652174,0,2,3,2,2,2,2.25,0,0,0
1,0,0,1,0,5,4,6,11.5,0.8,1.2,0,0,0,20,0,1,1,0.2802021129995407,0.4337899543378995,0,1,3,1,1,1,1.5,0,0,0
1,0,0,1,0,6,6,8,15.375,1.0,1.3333333333333333,0,0,0,18,0,1,1,0.2802021129995407,0.20967741935483872,0,1,1,3,1,0,1.25,0,0,0
1,0,0,1,0,8,7,11,12.614285714285714,0.875,1.375,0,0,0,24,2,1,1,0.55625,0.17717717717717718,1,1,3,4,2,2,2.75,0,0,0
1,0,1,0,0,6,5,7,12.2,0.8333333333333334,1.1666666666666667,0,0,0,19,0,1,1,0.55625,0.20967741935483872,1,1,1,1,2,1,1.25,0,0,0
1,0,0,1,0,6,4,13,11.75,0.6666666666666666,2.1666666666666665,0,0,0,19,0,1,1,0.2802021129995407,0.3400673400673401,0,1,1,1,2,1,1.25,0,0,0
1,0,0,1,0,16,13,16,10.923076923076923,0.8125,1.0,0,0,0,22,1,1,0,0.55625,0.36597938144329895,0,1,3,1,1,1,1.5,0,0,0
1,0,0,1,0,6,5,6,12.4,0.8333333333333334,1.0,0,0,0,20,0,1,1,0.55625,0.2786885245901639,0,1,3,2,1,0,1.5,0,0,0
1,0,0,1,0,6,0,6,0.0,0.0,1.0,1,0,0,25,2,1,1,0.55625,0.4941860465116279,0,1,1,2,1,1,1.25,0,1,0
1,0,0,1,0,6,6,6,15.833333333333334,1.0,1.0,0,0,0,21,1,1,1,0.55625,0.4941860465116279,1,1,3,4,2,1,2.5,0,0,0
1,0,0,1,0,6,6,7,12.571428571428571,1.0,1.1666666666666667,0,0,0,18,0,1,1,0.2802021129995407,0.3400673400673401,0,4,3,2,2,1,2.0,0,0,0
1,0,0,1,0,5,3,7,12.0,0.6,1.4,0,0,0,18,0,1,1,0.2802021129995407,0.4337899543378995,0,3,1,1,0,0,0.5,0,0,0
1,0,0,1,0,7,7,8,13.3625,1.0,1.1428571428571428,0,0,1,19,0,1,1,0.2802021129995407,0.17717717717717718,0,3,4,4,1,1,2.5,0,0,0
1,0,1,0,0,5,5,6,15.4,1.0,1.2,0,0,0,19,0,1,1,0.2802021129995407,0.3423076923076923,0,1,4,4,2,2,3.0,0,0,0
0,1,0,3,1,6,5,9,12.2,0.8333333333333334,1.5,0,0,0,18,0,1,1,0.2802021129995407,0.3400673400673401,0,2,1,1,1,1,1.0,0,0,0
1,0,1,0,0,11,11,11,12.818181818181818,1.0,1.0,0,0,0,20,0,1,1,0.55625,0.20967741935483872,1,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,7,0,0,0.0,0.0,0.0,1,1,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,5,3,2,2,1,2.0,0,1,0
1,0,0,1,0,17,17,21,13.394736842105264,1.0,1.2352941176470589,0,0,0,28,3,1,1,0.55625,0.17717717717717718,0,1,1,1,1,1,1.0,0,0,0
1,0,1,0,0,6,6,8,14.25,1.0,1.3333333333333333,0,0,0,20,0,1,1,0.2802021129995407,0.20967741935483872,0,1,1,3,1,1,1.5,0,0,0
1,0,0,1,0,11,9,19,13.444444444444445,0.8181818181818182,1.7272727272727273,0,0,0,30,3,1,0,0.55625,0.36597938144329895,0,1,1,1,0,1,0.75,0,0,0
1,0,1,0,0,7,7,8,12.285714285714286,1.0,1.1428571428571428,0,0,0,19,0,1,1,0.2802021129995407,0.17717717717717718,0,4,3,2,1,1,1.75,0,0,0
1,0,0,1,0,6,6,7,11.666666666666666,1.0,1.1666666666666667,0,0,0,22,1,1,1,0.2802021129995407,0.2786885245901639,0,2,1,2,2,2,1.75,0,0,0
1,0,0,1,0,6,6,8,12.166666666666666,1.0,1.3333333333333333,0,0,0,18,0,1,1,0.2802021129995407,0.45714285714285713,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,2,11,10.0,0.3333333333333333,1.8333333333333333,0,0,0,23,1,1,1,0.2802021129995407,0.5985915492957746,0,1,1,1,1,1,1.0,0,0,0
1,0,0,1,0,6,6,6,14.0,1.0,1.0,0,0,0,18,0,1,1,0.2802021129995407,0.2786885245901639,0,4,3,2,1,1,1.75,0,0,0
0,1,0,3,1,6,1,7,15.0,0.16666666666666666,1.1666666666666667,0,0,1,50,4,2,1,0.55625,0.3400673400673401,1,1,1,1,0,0,0.5,4,0,0
